43.729709,-79.403574
43.710995,-79.399041
43.722632,-79.415133
43.728579,-79.418333
43.715657,-79.400581
43.734082,-79.43303
43.725227,-79.448889
43.705633,-79.397857
43.705852,-79.389421
43.755674,-79.440525
43.768309,-79.412886
43.705128,-79.374609
43.762508,-79.410739
43.704048,-79.411927
43.757748,-79.465976
43.689084,-79.413044
43.700734,-79.427356
43.698533,-79.462103
43.721613,-79.45683
43.677993,-79.390267
43.688823,-79.39424
43.769814,-79.372771
43.705648,-79.361212
43.683964,-79.4155
43.796669,-79.419443
43.668547,-79.397414
43.754389,-79.351387
43.780105,-79.416087
43.671541,-79.42109
43.665118,-79.380453
43.679973,-79.340391
43.671283,-79.380593
43.668127,-79.388508
43.768942,-79.36307
43.710622,-79.360784
43.766939,-79.476317
43.768663,-79.387117
43.78609,-79.474251
43.647573,-79.39248
43.670652,-79.39008
43.654743,-79.378756
43.651269,-79.367825
43.649955,-79.379771
43.741224,-79.314966
43.772237,-79.321269
43.699137,-79.359616
43.7782,-79.343822
43.73544,-79.404219
43.706869,-79.397072
43.724868,-79.453795
43.783805,-79.253104
43.768096,-79.27164
43.752427,-79.276256
43.772348,-79.2829
43.78368,-79.187595
43.742879,-79.216305
43.769726,-79.186275
43.772237,-79.321269
43.708345,-79.249356
43.797468,-79.14908
43.741224,-79.314966
43.816183,-79.293219
43.72689,-79.293179
43.873957,-79.260708
43.86843,-79.312023
43.866191,-79.22915
43.7782,-79.343822
43.710995,-79.399041
43.754389,-79.351387
43.679973,-79.340391
43.822441,-79.325877
43.868514,-79.229701
43.796669,-79.419443
43.836619,-79.090127
43.668443,-79.307936
43.769814,-79.372771
43.68848,-79.28845
43.768309,-79.412886
43.817125,-79.424224
43.677993,-79.390267
43.858923,-79.037859
43.651269,-79.367825
43.705852,-79.389421
43.78374,-79.253234
43.885098,-79.372734
43.768942,-79.36307
43.729709,-79.403574
43.665118,-79.380453
43.637877,-79.392291
43.705128,-79.374609
43.647573,-79.39248
43.668547,-79.397414
43.705633,-79.397857
43.829061,-79.088079
43.845564,-79.381086
43.835877,-79.086259
43.867787,-79.340526
43.705648,-79.361212
43.757748,-79.465976
43.796067,-79.34855
43.624633,-79.50816
43.616217,-79.525625
43.627925,-79.489347
43.646619,-79.51373
43.648368,-79.507515
43.638115,-79.537686
43.622645,-79.481766
43.651436,-79.475705
43.594354,-79.533346
43.612047,-79.578158
43.635268,-79.563257
